Soil_Moisture,Temperature,Humidity,Rainfall,Crop_Type,Growth_Stage,Irrigation
39.34510772507856,23.702658576772393,45.70234102415436,13.45405988417796,Rice,Seedling,0
76.79642991664454,30.838018947567164,44.81872794431999,15.933627943827446,Wheat,Maturity,0
62.57960621774133,37.45891671752817,84.3752748312622,5.00935797584998,Cotton,Seedling,0
53.91280147280738,34.644497728191226,44.972771990970365,12.497481992139978,Wheat,Vegetative,0
25.141211628758374,36.131222957229,46.316983567717855,11.434919662874973,Maize,Seedling,0
25.13964382185317,33.175667334214346,75.56389574507782,16.65660753576542,Maize,Vegetative,0
18.775434790932966,33.84553129035705,56.984390547032405,18.12174120962521,Cotton,Vegetative,0
71.30144947537079,36.983913031306386,76.60263341731087,0.24313542954773615,Wheat,Seedling,0
54.072475763308574,24.993360177183717,33.92196945386311,13.480398381175853,Cotton,Vegetative,0
61.02471755674296,29.788499272862808,59.25427162040306,1.0367159823945804,Wheat,Flowering,0
16.33799212922716,24.424188836392045,32.016816010996955,10.977173301547118,Rice,Seedling,0
78.04414039052963,39.75336015993294,33.75919220732127,5.752654580873564,Maize,Seedling,0
69.10877165202741,38.88118679373227,84.38624720066466,6.135531990442824,Cotton,Vegetative,0
28.80204219408795,20.788536227370116,38.354722267055706,7.0591700690471315,Rice,Vegetative,0
26.81862286846154,34.11150345031377,61.94524093651303,12.425848980992203,Rice,Seedling,0
26.921293140473196,38.50496634831332,54.66573615604239,6.680999313375384,Cotton,Flowering,0
34.77574579236995,23.611506902546672,50.84059957553056,14.653981011805609,Cotton,Vegetative,0
49.10916805609546,31.358904611052587,83.99000074123634,8.090547711477393,Rice,Vegetative,0
43.07642621173753,38.30976595176084,31.30940380652937,1.3670640061991723,Wheat,Maturity,0
33.929894112872724,20.678919571715976,69.82738117053535,15.675196849682145,Rice,Flowering,0
54.77043815695467,33.9484053449368,87.80366605281303,5.71516649185412,Cotton,Flowering,0
24.06710094238272,25.946980147451015,63.610091007710515,8.655337591985253,Rice,Seedling,0
33.989402154789175,38.48792390753061,86.20934772198551,13.708877664438031,Wheat,Flowering,0
38.81351981408996,39.42116490330736,33.13547275716142,6.64912314297424,Maize,Seedling,0
44.64454897410734,38.88532978226868,55.12759914444968,1.1317131229343125,Maize,Maturity,0
66.0364374905459,29.484284333149276,45.60946745772307,7.478420940256272,Rice,Flowering,0
27.978795840293383,37.24085301978627,73.84925789884379,18.888971653886067,Wheat,Vegetative,0
48.42523849688475,36.8909879707014,88.8778254298348,12.834687945971163,Maize,Maturity,0
53.50694697603276,26.382009464865114,45.39180374665487,13.42958297334414,Rice,Seedling,0
18.019276826799853,36.57830948301355,69.25047608844446,12.645643072752797,Rice,Maturity,0
54.49041537359349,20.740152694309852,41.88585796558441,3.979842779188736,Wheat,Seedling,0
26.08406803967395,31.92539756964106,63.919815274296596,8.366677282045602,Cotton,Maturity,0
19.228353544043166,24.600176745754062,57.83594920130017,15.018795967266366,Rice,Seedling,0
76.67755992146667,22.411337715545578,88.32031977789222,2.027457951063183,Cotton,Flowering,0
77.76608214984635,21.539064032584182,66.51163636178799,5.557055521794245,Cotton,Vegetative,0
67.54582762756996,33.9257755175628,50.97038232520913,5.526382169317072,Maize,Seedling,0
34.799894996269096,26.797499275361325,36.845747093276,8.64037855189012,Cotton,Maturity,0
21.348687410414954,34.49533543057523,39.07480972409607,19.607374818843702,Wheat,Seedling,0
59.4751467232902,21.307126815978847,43.519015797074104,1.3500509336764388,Maize,Seedling,0
43.60991209307409,26.305806756612206,45.05799968041788,10.374019887611901,Maize,Seedling,0
22.932485264910625,30.789825847506744,81.03696347046827,3.587293640244209,Maize,Maturity,1
47.18649915723256,35.81446329677927,63.6733672969515,19.413530908194883,Rice,Vegetative,0
17.235253872489196,26.3750500586414,61.403454682461984,2.266070094549284,Rice,Flowering,0
74.10582613512084,32.517827528740185,36.88613231215305,8.072020047231824,Cotton,Vegetative,0
31.8206988040011,37.71955496472374,81.6083816009661,14.757699696692123,Maize,Seedling,0
58.06394848300883,32.31726376364609,73.36885819250902,14.091088560548906,Maize,Maturity,0
35.26121994581171,24.659189495072674,34.0601017140001,8.454572737878646,Wheat,Vegetative,0
48.804421376557706,20.48801563113076,72.47010583378612,6.930483359054365,Cotton,Seedling,0
50.53616815731318,37.401977478018594,62.61229304055876,7.952247571057411,Wheat,Flowering,0
27.015539609159255,20.425388217007743,34.9035207448067,5.285525263172786,Cotton,Flowering,0
78.02300080469631,37.49403345368399,57.498038491719385,4.106658774135996,Cotton,Flowering,0
65.38363351847244,30.578742680544238,59.08177722780282,9.6607939511778,Rice,Seedling,0
76.06743120167229,38.781353970257925,39.94647240979654,5.370675121352146,Rice,Maturity,0
73.16377777779718,35.97566471547331,86.74188882001694,5.749233297945002,Wheat,Vegetative,0
53.863498622720535,39.95868221066675,80.99852228883972,13.13512126949114,Cotton,Flowering,0
74.9218252765026,27.014236309034203,70.1413402397465,19.370746633997843,Maize,Seedling,0
20.75201263337477,35.34376577862254,57.73773366003643,12.072744011187503,Rice,Seedling,0
27.738886057244436,28.03861827218484,54.70593249507051,1.5395893412993256,Maize,Vegetative,0
17.939773779184975,29.597512406078177,69.05840802905725,1.5116722770813396,Wheat,Flowering,0
36.14647149961218,32.5501092643674,62.725912164414325,19.02846441691132,Rice,Seedling,0
40.26402382981633,37.47354228372677,33.73638635291314,5.945815806146673,Rice,Vegetative,0
32.63768706530323,39.681669383985906,60.7501589262199,1.8413397216495087,Cotton,Maturity,1
68.8679380948754,35.36546827729036,78.38421703397037,11.980891743007632,Wheat,Maturity,0
38.1889662350833,28.355335643346677,57.55439265581748,12.472975565805323,Cotton,Maturity,0
33.26074312967975,28.427140045541403,33.117394653256106,12.970096402373763,Rice,Flowering,0
50.27524540528615,34.75164603177783,77.17669196304199,5.348040557150826,Wheat,Vegetative,0
24.16007462335957,24.775542915366046,42.08182692815846,0.3022136842895007,Rice,Vegetative,0
67.14280374901259,22.209482262627894,45.51725009328233,19.300307389089436,Wheat,Seedling,0
19.845791839185104,27.09244315281553,39.882381205937754,5.01786091382205,Rice,Seedling,0
79.14765087903362,25.744779833081637,49.81290389228985,13.52052576105095,Maize,Seedling,0
65.19591000428272,25.9261624091198,75.4050903413181,14.132597397574191,Maize,Vegetative,0
27.91651929972121,24.672155020998197,61.16315157023624,12.200148341589713,Cotton,Seedling,0
15.358937613034156,20.84186379272724,42.29287644904275,6.258147884272964,Maize,Vegetative,0
68.00499284956422,20.357478694668277,82.66980468912246,5.421925075281315,Rice,Vegetative,0
60.94572735009511,39.75444779472063,82.77491129709175,11.953365654054062,Rice,Maturity,0
62.385465922664174,28.555462674717248,82.23470550276042,17.32191267223383,Maize,Seedling,0
65.13257253458647,27.686532943193633,44.32777268289236,18.934674578467913,Cotton,Maturity,0
19.812902362715874,33.5929456538614,57.07436065085929,2.1181160880751526,Maize,Flowering,1
38.300272355377714,24.365077757301282,89.0993793684525,3.096572251954397,Wheat,Flowering,0
22.531488869133433,38.99922367900451,76.32074857859942,18.89472517566159,Wheat,Flowering,0
71.10172268191357,35.72690028831104,31.63004527353359,14.730704566695852,Wheat,Vegetative,0
55.51437824379126,21.78822004624519,33.91227547562952,17.659876496595462,Maize,Vegetative,0
36.5083716154222,28.35161551569857,57.835882608739965,4.052652682706864,Maize,Vegetative,0
19.131292768591535,37.58236615124329,84.55321235169362,11.751717422188037,Maize,Seedling,0
35.213850911518044,38.8946404458282,62.32210787716285,14.022791888349474,Wheat,Maturity,0
36.13691593173856,29.348030224997395,59.868750482057415,13.602237708939453,Cotton,Vegetative,0
62.42440159197417,32.268227784214154,36.32842199739783,8.163033817333963,Rice,Maturity,0
56.441235638088855,23.340678921841505,69.40680628345764,0.30789783382616953,Maize,Maturity,0
72.66882826746122,39.82337252273953,79.32618963601354,11.658521136085263,Cotton,Maturity,0
45.693970135526705,24.63343402766887,52.825200450453735,5.062030783592175,Rice,Seedling,0
22.77362598598961,38.85463548270251,76.53671105551965,9.005084922857806,Rice,Seedling,0
61.36091116949468,32.99293297984737,87.8685992340487,19.151620301676346,Rice,Flowering,0
64.45102816009833,32.15473589757718,42.22598754766135,7.980706352848694,Cotton,Flowering,0
51.483017842017254,30.25377022033017,61.39977787168448,16.796032133288534,Cotton,Maturity,0
65.11286669704646,24.61339623435517,47.22827748507453,3.7708121149850227,Wheat,Flowering,0
47.0967137636854,23.530560640110167,77.57126514203037,13.449209960500577,Cotton,Maturity,0
48.97763390982961,24.409724181403508,64.65560195286946,19.54013908877887,Cotton,Seedling,0
42.79016619330572,23.72876524288509,68.07494505301823,2.037862017458736,Cotton,Seedling,0
16.652243238366186,35.591689471335066,77.87484957695364,0.16639884454384024,Rice,Seedling,1
22.01294275456479,27.002505183334602,53.75822835974729,8.671655852652286,Maize,Vegetative,0
17.042897069637725,21.156853531267927,84.90540410442259,1.852509661027344,Wheat,Maturity,0
56.36667673214573,39.38205260281623,61.9817320347684,14.967686993524627,Maize,Seedling,0
35.43313876996123,37.67571769926852,39.47728937012088,18.29097327697118,Maize,Maturity,0
48.05709492570568,38.55504566390426,71.75394709012815,8.680419454175176,Cotton,Flowering,0
73.99182080519606,39.8981564529287,77.59568102629527,5.174232843108819,Wheat,Flowering,0
31.20399489467687,23.477904984389745,49.0057006240516,8.688066380132195,Maize,Seedling,0
41.67488999731593,27.924840378053176,81.43075541992518,14.468956357000021,Maize,Maturity,0
64.11082400529816,35.164769514081826,84.36859528594599,0.18108323160741957,Wheat,Seedling,0
29.87188075695546,33.92041236107585,46.614269242668534,11.789079789693943,Cotton,Flowering,0
20.003694138871545,23.0779181267971,89.01128836291332,12.265833697747581,Maize,Seedling,0
33.83384443939492,36.31666249981235,38.442691682925506,12.75376493791871,Rice,Maturity,0
25.479383671510288,24.488811436733215,42.1209401041494,4.840441599617544,Maize,Flowering,0
75.43034740226724,24.47635229645246,41.053490354281564,14.281054467562535,Rice,Vegetative,0
67.5278246716871,30.73948845786827,83.63938260047223,1.8278297266355281,Cotton,Flowering,0
56.17124417317753,31.858798696834064,69.2575531394977,3.9854067293360163,Maize,Vegetative,0
71.64493836220166,31.601724156756223,39.12625699333637,17.54940093308964,Wheat,Seedling,0
67.23868499844244,21.829736747955096,56.41940510210094,14.774463014531328,Wheat,Seedling,0
27.127053827592327,37.549217252607605,66.91788150418813,0.274911080226905,Maize,Maturity,1
73.01633490184855,25.312000851774123,35.007845099362996,4.967525207396005,Cotton,Vegetative,0
50.057245724517294,22.590298425656083,82.94498210444033,4.288129659863291,Cotton,Seedling,0
67.48361008566405,37.774961597379544,78.21621212649211,5.4161265607394515,Wheat,Vegetative,0
73.24593449502706,39.11302996459507,60.31240641459829,4.951195405597728,Maize,Seedling,0
35.67022587317115,37.24255234530901,88.02759691555022,1.2505259148569148,Cotton,Flowering,0
22.15337509429899,36.19032149449756,55.06565875650598,9.178810331936408,Wheat,Seedling,0
29.815785565226207,33.10483961278044,89.04661914218987,14.654669495723303,Rice,Maturity,0
42.762006260706656,31.017147412182787,70.07519992821761,12.134634494348727,Maize,Flowering,0
68.17095978496205,21.739735198228203,68.0802763952365,13.457433371961596,Rice,Maturity,0
70.94748791166232,28.169064261413972,39.9572937177471,1.622983570724783,Rice,Flowering,0
15.451888484527396,27.45377034024628,82.91566549827864,19.029814203535743,Cotton,Vegetative,0
48.19857466754177,25.195075675206525,55.649381275236905,16.769836676860496,Cotton,Maturity,0
42.131715204670634,34.4684022737717,39.734004346948765,16.101806369913255,Cotton,Seedling,0
29.437007680597468,29.917514701575417,30.75645119854554,16.45967610083535,Maize,Vegetative,0
22.79124887668938,21.62092431815296,63.585341018302955,18.654210162655225,Rice,Seedling,0
36.944986141235816,24.403664038996226,61.64397732736058,10.885079322273954,Maize,Flowering,0
76.28913075431375,33.66517527319192,73.16121734214951,4.005640357352518,Cotton,Flowering,0
36.00819058134909,21.522617189806002,83.41548318106813,12.335672157050823,Rice,Seedling,0
48.721390413318794,37.02413828097538,34.76439507858177,14.85762987335878,Maize,Seedling,0
60.69623232818656,29.902930540279485,73.88978942042175,14.758347867080507,Maize,Vegetative,0
38.635924154654106,29.61173154653296,41.244716645854936,10.428980483337602,Wheat,Seedling,0
78.16583537686245,31.84815569319035,81.49062318942984,1.369174386671561,Maize,Maturity,0
77.55907417123723,36.49361931850298,79.14381083169937,7.422258768602557,Cotton,Maturity,0
31.36584922864867,26.95618415804386,62.44762529913266,18.415332169267145,Maize,Seedling,0
47.321152883005055,33.56032305118127,72.61456791739869,11.68897819514852,Rice,Maturity,0
34.55709013809003,31.314639279915824,48.861006791024906,10.766638865114269,Maize,Seedling,0
33.51463213453539,25.340565403388425,58.27007393596888,5.37707028764387,Wheat,Vegetative,0
17.39765157804463,37.57259972710316,79.2982138626283,7.368978398331578,Rice,Maturity,0
54.621681708693295,35.948520432138565,57.55591183039283,17.906921783063385,Rice,Maturity,0
47.674136509876,33.16903669316851,51.46789591952651,13.329260950536714,Wheat,Seedling,0
18.346118831249306,37.011634581884834,59.65274683501799,15.747740535046656,Cotton,Maturity,0
33.11202017537974,37.34588401919605,79.6949551462331,9.086908461353103,Rice,Flowering,0
74.0372825878325,34.1672595343007,50.11248284225236,12.604944389123158,Cotton,Vegetative,0
30.571522893353208,36.74026656727344,40.42569558814463,4.96767217486415,Rice,Vegetative,1
24.4181666859295,33.94942923338567,72.72084121984685,14.109216605669726,Rice,Maturity,0
46.8144294180416,33.60281543520601,79.55869276248491,8.552026674066745,Cotton,Maturity,0
79.06727951718905,32.372227564303685,36.038248711412,8.850910296294911,Rice,Flowering,0
30.733592648247527,35.054332791152824,44.39244676535668,12.986446491537633,Cotton,Flowering,0
58.68881058138211,23.172102105861473,38.51831938565964,18.725612429378533,Wheat,Maturity,0
64.50527499636664,37.617415183978565,50.87648469493,1.2801269321724185,Cotton,Maturity,0
30.446440359505978,37.436870554904644,57.021058734324754,16.494864746940152,Wheat,Flowering,0
62.33406265977087,20.584945660691183,74.92958021779839,5.847662208243863,Rice,Seedling,0
38.90590362675146,36.516335011295254,69.06885509290045,8.878389090127556,Cotton,Flowering,0
56.09987898858267,22.577397349468903,67.25571404870587,0.4382665755001791,Rice,Seedling,0
56.17943119945816,26.70237708518284,51.142496796579266,6.020921556686261,Cotton,Vegetative,0
49.8253544648593,34.87016512583216,80.4868531850856,10.052624852602609,Wheat,Vegetative,0
20.86883505353654,23.215197920966165,58.27723004388987,1.1235215469487803,Wheat,Flowering,0
69.29466221330047,36.35934048238124,88.74629628090926,9.821914587663302,Cotton,Seedling,0
35.85070422316283,36.64268355915484,68.04852829774421,18.542212577168545,Wheat,Flowering,0
27.123703175990524,30.149354675216724,37.57588449387016,2.1078643621561044,Rice,Flowering,1
17.650384201059655,20.12771743433667,70.57065372452604,15.288814561510087,Rice,Seedling,0
53.40804130723572,25.740762663498256,49.506240925901935,8.193421067519854,Maize,Flowering,0
59.041683519748354,32.33853836751484,71.17963180116584,13.10347429048676,Wheat,Vegetative,0
16.07820888031065,39.62372356054847,34.178468889744344,5.204731959704587,Rice,Maturity,0
48.28604878945326,32.63627054033337,40.49288623055756,3.1898452508271657,Cotton,Maturity,0
29.72222538786597,25.196071621283195,81.34423553434718,3.2092522854245287,Wheat,Flowering,0
56.93623137661424,32.68011406199223,43.63077342141089,1.409838912862893,Rice,Seedling,0
26.333817885324443,30.79970759431711,80.22246751457641,3.7129340980248604,Wheat,Seedling,1
59.91095297666028,35.596907903022874,46.75656530726462,13.284387699779366,Cotton,Vegetative,0
40.137797509534934,22.139612776539167,68.57291460352246,17.63381223687016,Rice,Seedling,0
75.88744926788775,35.22055805004056,71.64903441058986,16.282513711823235,Maize,Seedling,0
23.938861369489562,30.825331573522206,60.759285188703174,13.702686197489681,Maize,Vegetative,0
37.1693128182668,39.25984007717989,48.31864060180388,2.2086372682220534,Wheat,Flowering,0
22.37577888063829,26.837443320773723,42.75866258226577,5.783748925918997,Cotton,Maturity,0
75.10508518810659,32.652437862678966,31.991361273745575,6.1961375064493796,Rice,Vegetative,0
72.02705796976377,38.64056211020035,48.23678407444343,4.9991389279524245,Cotton,Flowering,0
31.766205801485114,22.050194559813583,69.18976743187699,10.300113194194463,Rice,Vegetative,0
57.89896299222164,38.74456974472902,86.29828910690895,10.71107629759345,Wheat,Flowering,0
68.11944301307904,33.757714446016266,82.27226893578313,7.137719503422204,Rice,Vegetative,0
51.08805275396505,21.356741182103438,75.96388659211816,7.07578317472872,Cotton,Flowering,0
49.42728759314042,26.019271338936324,77.30684059519791,16.571111958121627,Cotton,Vegetative,0
30.72039890852936,34.16344177290563,69.89909420855972,15.785856966393712,Wheat,Flowering,0
21.05167990738345,21.347012029375435,45.61721145396018,6.155916633614913,Cotton,Vegetative,0
73.31902426696624,31.643409203525465,84.43170184234978,18.275768877465186,Rice,Maturity,0
73.52717371561647,26.917661139059135,70.24393871435004,19.05630034005012,Wheat,Maturity,0
56.15159472276242,32.41831035534954,63.6264378588264,6.534850840600816,Rice,Seedling,0
37.036936418165546,20.914840676250257,36.65936815280887,7.088498975861097,Cotton,Flowering,0
37.698622349822955,37.430736123047524,56.82333262838553,10.112683068439177,Wheat,Vegetative,0
62.18711912656556,39.46977938354794,57.62149627211558,18.82241625067347,Rice,Flowering,0
73.31216689691752,39.377557105713834,81.87381657136021,17.52638866284623,Cotton,Maturity,0
72.66061757723263,34.9930366348585,62.798893211267306,2.051359251671796,Cotton,Flowering,0
65.69191048074555,22.60172480261264,52.824032938224576,7.854614865428324,Maize,Vegetative,0
56.7320570000287,35.16526391858045,88.60801971063955,11.067423794995436,Cotton,Flowering,0
20.469097724678175,20.49173832917603,36.643235599578944,10.0626494510308,Rice,Vegetative,0
25.505866416149892,20.442471030579945,55.352905698716675,3.8772613587378535,Wheat,Maturity,0
73.40602225426015,26.472204382990824,32.52148051028432,17.176335423363092,Maize,Maturity,0
54.417888877873345,29.772863808093316,74.39424724601582,13.538815659936747,Cotton,Maturity,0
15.597808355080927,35.40814835615586,85.08459313194903,16.758167497036073,Cotton,Seedling,0
21.595650286292088,33.665907532130106,46.80223977302937,17.175285586989443,Cotton,Maturity,0
58.12761499202363,28.918054127534965,81.50050060794726,14.967117073314796,Rice,Flowering,0
15.329002950004215,25.472533325633318,47.53309382771387,8.784212024994346,Maize,Seedling,0
25.45252334213741,39.94249000315422,84.64620969863492,12.210935100308491,Rice,Maturity,0
50.6676963088281,28.523626044719457,75.23771421580705,3.207308122394863,Maize,Flowering,0
59.97318785002506,29.02774048659351,78.29440661048632,13.472908349498153,Wheat,Flowering,0
57.37748186766903,23.272476423833382,31.08039333602727,3.585065114785615,Rice,Flowering,0
29.577505114936386,35.89619097499859,87.76862142444156,13.878991810203136,Rice,Vegetative,0
61.29164938758983,33.87364451562977,73.6002595242194,4.591963215079373,Wheat,Seedling,0
30.421190687292004,24.41539225577521,48.285065723168,2.3510260030043995,Maize,Flowering,0
36.1509803803524,21.647620912316853,79.76367989153081,3.3056898028591486,Cotton,Vegetative,0
63.52194133267157,33.60998604149426,46.891271904895795,0.03984270438140536,Wheat,Maturity,0
57.22613843806895,33.0902242856227,82.36523037396768,14.374792357070605,Cotton,Flowering,0
70.19952168212157,25.465190539964187,36.75482342471622,14.648020981167582,Cotton,Vegetative,0
57.74483799952232,39.0172712450082,72.22115864764774,10.298666998265189,Wheat,Flowering,0
51.94005921680566,23.021157835618006,62.44190859869462,3.227256021107674,Maize,Seedling,0
21.08885990882601,28.64669602085204,35.792068211726445,1.671086750213795,Cotton,Seedling,0
38.90152719886318,38.872318403351976,44.51362969553034,0.3825793287457402,Wheat,Maturity,0
32.23815389931215,28.394546338522446,30.74424217663889,3.314963539304414,Rice,Flowering,0
30.859326819640433,32.77051895328171,58.12607792787035,17.817110699662933,Rice,Vegetative,0
78.24568605890897,27.951887959255885,48.07591564560002,4.830736834033635,Rice,Maturity,0
40.551352103339426,25.4843040469734,65.90144905786553,7.085426544344314,Wheat,Flowering,0
72.98302608651235,39.67955295919656,47.83426846251703,2.1069096896266637,Rice,Maturity,0
56.02401068982209,28.18668012630086,47.99514669041908,4.447226094963406,Cotton,Vegetative,0
66.66273473020715,37.881984073582686,74.5915919238962,10.384491415604103,Rice,Maturity,0
47.67141105183749,24.599092117821723,32.88857015870121,12.155053661913051,Rice,Maturity,0
52.498752500713344,24.262094080501665,84.17369971151923,4.907046283324221,Cotton,Maturity,0
47.01365009822615,20.622681657690226,81.13583246347089,1.1546431845023442,Rice,Flowering,0
27.690794206872894,33.0333365075177,70.06828099358438,7.820657382547973,Cotton,Vegetative,0
61.959387491997845,27.370526874475225,65.59329420644306,4.684067418526682,Rice,Seedling,0
33.25020355865563,37.28716499679274,83.53814988837914,4.391078464596038,Cotton,Flowering,1
16.5805378180445,29.464198133831143,41.11981077172287,19.197256054269104,Rice,Seedling,0
56.95569923396591,39.363868558294435,34.73814973144972,12.32600971851448,Cotton,Seedling,0
26.512194161458183,23.71051031406242,44.370610194572286,11.137568863441917,Wheat,Flowering,0
76.12980798293944,37.37246335911222,77.67469672201142,8.315502070466438,Cotton,Flowering,0
77.00535750516818,35.53193705583483,32.080216003589,8.578886668602886,Rice,Vegetative,0
74.46618536432916,35.41843689288104,64.96841010500938,10.818100076761617,Rice,Vegetative,0
39.060315516603886,36.89566456233776,89.7262509714786,13.928596140722146,Maize,Maturity,0
16.00468007437638,35.22047981885998,81.34176563025237,14.04292192363659,Cotton,Seedling,0
75.34070656820215,32.52440643262831,61.28674134261537,3.4338781541089913,Wheat,Vegetative,0
42.83196964062543,22.624897553647752,33.81845455719854,10.002255041532539,Cotton,Maturity,0
77.83256323783851,20.65052358982504,79.88241086314258,8.239161900682038,Cotton,Vegetative,0
77.63529851080143,38.41695695631374,65.93871049063263,17.410539325387685,Wheat,Flowering,0
70.44561460537841,32.33300629041476,36.89597982357401,12.628378424367527,Cotton,Vegetative,0
34.13917798452307,35.93074581952352,35.63143708940137,10.650081328319636,Wheat,Seedling,0
40.03135235912514,29.630447030251002,84.57760916619554,2.3078928435783475,Wheat,Vegetative,0
70.3238836485957,22.346163779247888,70.15201577628471,12.11275778646823,Cotton,Seedling,0
35.59993033515805,22.50371584405101,79.75720795900534,2.3440781136046684,Cotton,Flowering,0
26.01702853459601,33.71130574457943,82.73873401693604,6.744131511315041,Rice,Seedling,0
51.19208205979276,28.606117897989254,64.30634112289934,2.8568392962866374,Rice,Vegetative,0
75.85006032045077,24.010494534006735,61.04678110530247,13.841472940487378,Maize,Maturity,0
60.24193678387324,29.83189093482874,55.82564461925941,4.125042276723052,Maize,Flowering,0
52.053976055808725,21.284178741502682,49.01679526746716,7.83718746376052,Cotton,Vegetative,0
21.316472095099954,31.639428038287974,56.07575765152271,17.913495552375572,Wheat,Flowering,0
54.97546973544603,25.379868088701954,76.43277934380939,4.086327667979406,Maize,Flowering,0
79.35350025677711,35.951182012743764,66.11540586090788,10.156101279175582,Cotton,Vegetative,0
24.105460990374063,26.207239178471475,83.55139739729077,8.38543322332044,Maize,Vegetative,0
48.69142740364289,29.104402981636024,56.602800862751266,0.36248082091459466,Wheat,Maturity,0
72.0292496753171,20.232410798162014,66.42537472312524,15.855162271456255,Cotton,Flowering,0
63.14996015402329,21.448937755891176,67.87845318551932,1.3809181262919945,Wheat,Flowering,0
60.30602316469242,27.849871128133696,65.50182973837954,9.485100419539073,Cotton,Vegetative,0
60.6614654591621,29.59877669434247,72.15802638513098,11.213565898778999,Maize,Seedling,0
38.36692482928409,32.00041096238607,44.246008102488375,12.568529132291742,Rice,Vegetative,0
34.08346987719207,25.833251574186065,60.741826652747434,13.772632586157512,Maize,Flowering,0
67.60847510610338,33.899637722530855,36.25348816850086,5.065447670454302,Maize,Vegetative,0
67.65737065414675,37.202447943784094,53.07067965868875,0.19957553316898746,Rice,Maturity,0
71.35970070770674,35.597019777867,59.26002411727586,14.468873247098239,Rice,Seedling,0
74.36063591617064,20.792376506967145,69.13345557272835,10.713131986951572,Cotton,Vegetative,0
48.23725592596096,29.610138945156578,87.0318631551722,16.722354064144977,Cotton,Maturity,0
47.598559154667974,22.098603568363497,66.03906399290136,16.427767258013887,Wheat,Flowering,0
66.88918663284039,24.84090031725055,74.61563497059359,16.866523355757664,Wheat,Vegetative,0
57.247655500554735,39.73325186534293,60.37596356971217,9.701893199590803,Maize,Flowering,0
60.62784702175072,22.849910858030263,68.04624188257988,6.672567916737313,Rice,Maturity,0
66.72652351334656,29.97776306902712,34.25593296802641,15.8311640518274,Wheat,Flowering,0
72.8503472181418,32.36311468636238,45.26349485051082,9.0258822605851,Maize,Maturity,0
36.969685195349825,34.04929941088208,51.711185592308325,3.66884392806869,Rice,Maturity,0
39.41289192159636,31.192973669738283,58.349601300390816,17.099480391229488,Cotton,Maturity,0
